wordID,word,pos,definition
1562,defendant,a.,"Serving, or suitable, for defense"
1563,defense,n.,Alt
1564,defensive,a.,Serving to defend or protect
1565,deferred,imp. & p. p.,of Defer
1566,deficit,n.,Deficiency in amount or quality
1567,defined,imp. & p. p.,of Define
1568,defining,p. pr. & vb. n.,of Define
1569,define,v. t.,To fix the bounds of
1570,definitely,adv.,In a definite manner
1571,definition,n.,The act of defining
1572,degree,n.,"A step, stair, or staircase"
1573,del,n.,Share
1574,delaware,n.,"An American grape, with compact bunches of small, amber-colored berries, sweet and of a good flavor"
1575,delays,pl. ,of Delay
1576,delay,v.,A putting off or deferring
1577,delayed,imp. & p. p.,of Delay
1578,delegation,n.,"The act of delegating, or investing with authority to act for another"
1579,deleted,imp. & p. p.,of Delete
1580,delete,v. t.,To blot out
1581,delicious,a.,Affording exquisite pleasure
1582,delight,v. t.,A high degree of gratification of mind
1583,delivered,imp. & p. p.,of Deliver
1584,delivering,p. pr. & vb. n.,of Deliver
1585,deliver,v. t.,To set free from restraint
1586,delivery,n.,The act of delivering from restraint
1587,dell,n.,"A small, retired valley"
1588,delta,n.,"A tract of land shaped like the letter delta (/), especially when the land is alluvial and inclosed between two or more mouths of a river"
1589,demanding,p. pr. & vb. n.,of Demand
1590,demand,v. t.,To ask or call for with authority
1591,democracy,n.,Government by the people
1592,democrat,n.,"One who is an adherent or advocate of democracy, or government by the people"
1593,democratic,a.,Pertaining to democracy
1594,demonstrate,v. t.,To point out
1595,demonstration,n.,The act of demonstrating
1596,den,n.,"A small cavern or hollow place in the side of a hill, or among rocks"
1597,denial,n.,"The act of gainsaying, refusing, or disowning"
1598,dense,a.,Having the constituent parts massed or crowded together
1599,density,n.,"The quality of being dense, close, or thick"
1600,dental,a.,Of or pertaining to the teeth or to dentistry
1601,denied,imp. & p. p.,of Deny
1602,deny,v. t.,To declare not to be true
1603,department,v. i.,Act of departing
1604,departmental,a.,Pertaining to a department or division
1605,departure,n.,Division
1606,depending,p. pr. & vb. n.,of Depend
1607,depend,v. i.,To hang down
1608,dependence,n.,The act or state of depending
1609,dependent,a.,Hanging down
1610,deployment,n.,The act of deploying
1611,deposit,n.,To lay down
1612,depot,n.,A place of deposit for the storing of goods
1613,depression,n.,The act of depressing
1614,depth,n.,The quality of being deep
1615,deputy,n.,"One appointed as the substitute of another, and empowered to act for him, in his name or his behalf"
1616,derby,n.,"A race for three-old horses, run annually at Epsom (near London), for the Derby stakes"
1617,derived,imp. & p. p.,of Derive
1618,descending,p. pr. & vb. n.,of Descend
1619,described,imp. & p. p.,of Describe
1620,describing,p. pr. & vb. n.,of Describe
1621,describe,v. t.,To represent by drawing
1622,description,n.,The act of describing
1623,desert,n.,That which is deserved
1624,deserve,v. t.,To earn by service
1625,designed,imp. & p. p.,of Design
1626,designing,p. pr. & vb. n.,of Design
1627,design,n.,To draw preliminary outline or main features of
1628,designated,imp. & p. p.,of Designate
1629,designation,n.,The act of designating
1630,designer,n.,"One who designs, marks out, or plans"
1631,desirable,v. t.,Worthy of desire or longing
1632,desired,imp. & p. p.,of Desire
1633,desire,v. t.,To long for
1634,desk,n.,"A table, frame, or case, usually with sloping top, but often with flat top, for the use writers and readers"
1635,desperate,a.,Without hope
1636,despite,n.,Malice
1637,destination,n.,The act of destining or appointing
1638,destiny,n.,That to which any person or thing is destined
1639,destroyed,imp. & p. p.,of Destroy
1640,destroy,v. t.,To unbuild
1641,destruction,n.,The act of destroying
1642,detail,n.,A minute portion
1643,detailed,imp. & p. p.,of Detail
1644,detect,a.,Detected
1645,detected,imp. & p. p.,of Detect
1646,detection,n.,The act of detecting
1647,detective,a.,"Fitted for, or skilled in, detecting"
1648,detector,n.,"One who, or that which, detects"
1649,determination,n.,"The act of determining, or the state of being determined"
1650,determined,imp. & p. p.,of Determine
1651,determining,p. pr. & vb. n.,of Determine
1652,determine,v. t.,To fix the boundaries of
1653,dev,n.,Alt
1654,developed,imp. & p. p.,of Develop
1655,developing,p. pr. & vb. n.,of Develop
1656,develop,v. t.,To free from that which infolds or envelops
1657,developer,n.,"One who, or that which, develops"
1658,development,n.,The act of developing or disclosing that which is unknown
1659,developmental,a.,"Pertaining to, or characteristic of, the process of development"
1660,deviant,a.,Deviating
1661,deviation,n.,The act of deviating
1662,device,n.,"That which is devised, or formed by design"
1663,devil,n.,The Evil One
1664,devon,n.,"One of a breed of hardy cattle originating in the country of Devon, England"
1665,devoted,imp. & p. p.,of Devote
1666,diabetes,n.,"A disease which is attended with a persistent, excessive discharge of urine"
1667,diagnosis,n.,"The art or act of recognizing the presence of disease from its signs or symptoms, and deciding as to its character"
1668,diagnostic,a.,"Pertaining to, or furnishing, a diagnosis"
1669,diagram,n.,"A figure or drawing made to illustrate a statement, or facilitate a demonstration"
1670,dial,n.,"An instrument, formerly much used for showing the time of day from the shadow of a style or gnomon on a graduated arc or surface"
1671,dialogue,n.,A conversation between two or more persons
1672,diameter,n.,"Any right line passing through the center of a figure or body, as a circle, conic section, sphere, cube, etc"
1673,diamond,n.,"A precious stone or gem excelling in brilliancy and beautiful play of prismatic colors, and remarkable for extreme hardness"
1674,diana,n.,The daughter of Jupiter and Latona
1675,diary,n.,A register of daily events or transactions
1676,die,pl. ,of Dice
1677,dice,n.,Small cubes used in gaming or in determining by chance
1678,dictionaries,pl. ,of Dictionary
1679,dictionary,n.,"A book containing the words of a language, arranged alphabetically, with explanations of their meanings"
1680,did,0,imp
1681,died,imp. & p. p.,of Die
1682,dying,p. pr. & vb. n.,of Die
1683,dies,pl. ,of Die
1684,diet,n.,Course of living or nourishment
1685,dietary,a.,"Pertaining to diet, or to the rules of diet"
1686,differ,v. i.,To be or stand apart
1687,difference,n.,The act of differing
1688,different,a.,Distinct
1689,differential,a.,Relating to or indicating a difference
1690,differently,adv.,In a different manner
1691,difficult,a.,Hard to do or to make
1692,difficulties,pl. ,of Difficulty
1693,difficulty,n.,"The state of being difficult, or hard to do"
1694,dig,v. t.,"To turn up, or delve in, (earth) with a spade or a hoe"
1695,digest,v. t.,To distribute or arrange methodically
1696,digit,n.,One of the terminal divisions of a limb appendage
1697,digital,a.,"Of or performance to the fingers, or to digits"
1698,dildo,n.,A burden in popular songs
1699,dim,superl.,Not bright or distinct
1700,dimension,n.,"Measure in a single line, as length, breadth, height, thickness, or circumference"
1701,dimensional,a.,Pertaining to dimension
1702,dining,p. pr. & vb. n.,of Dine
1703,dinner,n.,"The principal meal of the day, eaten by most people about midday, but by many (especially in cities) at a later hour"
1704,dip,v. t.,To plunge or immerse
1705,diploma,n.,"A letter or writing, usually under seal, conferring some privilege, honor, or power"
1706,direct,a.,Straight
1707,directed,imp. & p. p.,of Direct
1708,direction,n.,"The act of directing, of aiming, regulating, guiding, or ordering"
1709,directive,a.,Having power to direct
1710,directly,adv.,In a direct manner
1711,director,n.,"One who, or that which, directs"
1712,directory,a.,Containing directions
1713,directories,pl. ,of Directory
1714,dirt,n.,"Any foul of filthy substance, as excrement, mud, dust, etc"
1715,dirty,superl.,Defiled with dirt
1716,dis,n.,The god Pluto
1717,disabilities,pl. ,of Disability
1718,disability,n.,State of being disabled
1719,disable,a.,Lacking ability
1720,disabled,imp. & p. p.,of Disable
1721,disagree,v. i.,To fail to accord
1722,disappointed,a.,Defeated of expectation or hope
1723,disaster,n.,An unpropitious or baleful aspect of a planet or star
1724,disc,n.,A flat round plate
1725,discharge,v. t.,"To relieve of a charge, load, or burden"
1726,disciplinary,a.,Pertaining to discipline
1727,discipline,n.,The treatment suited to a disciple or learner
1728,disclaimer,n.,"One who disclaims, disowns, or renounces"
1729,disclose,v. t.,To unclose
1730,disclosure,v. t.,"The act of disclosing, uncovering, or revealing"
1731,discounted,imp. & p. p.,of Discount
1732,discount,v.,"To deduct from an account, debt, charge, and the like"
1733,discovered,imp. & p. p.,of Discover
1734,discover,v. t.,To uncover
1735,discovery,n.,The action of discovering
1736,discrete,a.,Separate
1737,discretion,n.,Disjunction
1738,discrimination,n.,"The act of discriminating, distinguishing, or noting and marking differences"
1739,discussed,imp. & p. p.,of Discuss
1740,discussing,p. pr. & vb. n.,of Discuss
1741,discuss,v. t.,To break to pieces
1742,discussion,n.,"The act or process of discussing by breaking up, or dispersing, as a tumor, or the like"
1743,disease,n.,Lack of ease
1744,dish,n.,"A vessel, as a platter, a plate, a bowl, used for serving up food at the table"
1745,disk,n.,A discus
1746,disorder,n.,Want of order or regular disposition
1747,dispatched,imp. & p. p.,of Dispatch
1748,dispatch,v. t.,"To dispose of speedily, as business"
1749,displayed,imp. & p. p.,of Display
1750,displaying,p. pr. & vb. n.,of Display
1751,display,v. t.,To unfold
1752,disposal,n.,"The act of disposing, or disposing of, anything"
1753,disposition,n.,"The act of disposing, arranging, ordering, regulating, or transferring"
1754,dispute,v. i.,To contend in argument
1755,distance,n.,The space between two objects
1756,distant,a.,Separated
1757,distinct,a.,Distinguished
1758,distinction,n.,A marking off by visible signs
1759,distinguished,imp. & p. p.,of Distinguish
1760,distributed,imp. & p. p.,of Distribute
1761,distribute,v. t.,To divide among several or many
1762,distribution,n.,The act of distributing or dispensing
1763,district,a.,Rigorous
1764,disturbed,imp. & p. p.,of Disturb
1765,diving,p. pr. & vb. n.,of Dive
1766,dive,v. i.,To plunge into water head foremost
1767,diverse,a.,Different
1768,diversity,n.,A state of difference
1769,divided,imp. & p. p.,of Divide
1770,divide,v. t.,To part asunder (a whole)
1771,dividend,n.,A sum of money to be divided and distributed
1772,divine,a.,Of or belonging to God
1773,division,n.,"The act or process of diving anything into parts, or the state of being so divided"
1774,divorce,n.,A legal dissolution of the marriage contract by a court or other body having competent authority
1775,do,n.,"A syllable attached to the first tone of the major diatonic scale for the purpose of solmization, or solfeggio"
1776,done,p. p.,of Do
1777,doing,p. pr. & vb. n.,of Do
1778,dock,n.,"A genus of plants (Rumex), some species of which are well-known weeds which have a long taproot and are difficult of extermination"
1779,doctor,n.,A teacher
1780,doctrine,n.,Teaching
1781,document,n.,That which is taught or authoritatively set forth
1782,documentary,a.,Pertaining to written evidence
1783,dod,v. t.,"To cut off, as wool from sheep's tails"
1784,dodge,v. i.,"To start suddenly aside, as to avoid a blow or a missile"
1785,doe,n.,A female deer or antelope
1786,does,0,The 3d pers
1787,dog,n.,"A quadruped of the genus Canis, esp"
1788,doll,n.,A child's puppet
1789,dollar,n.,A silver coin of the United States containing 371
